Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1993,kg,4.12
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1994,kg,4.26
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1995,kg,4.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1996,kg,3.96
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1997,kg,3.84
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1998,kg,3.93
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",1999,kg,3.99
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),"Offals, Edible",2000,kg,4.18
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1992,kg,2.57
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1993,kg,2.73
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1994,kg,2.57
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1995,kg,1.9
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1996,kg,2.49
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1997,kg,3.29
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1998,kg,2.67
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,1999,kg,3.03
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pelagic Fish,2000,kg,3.08
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1992,kg,8.5
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1993,kg,8.38
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1994,kg,8.93
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1995,kg,8.42
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1996,kg,8.07
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1997,kg,8.28
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1998,kg,8.8
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,1999,kg,9.24
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Pigmeat,2000,kg,9.85
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1992,kg,11.2
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1993,kg,12.69
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1994,kg,13.36
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1995,kg,14.52
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1996,kg,14.24
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1997,kg,16.15
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1998,kg,17.56
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,1999,kg,18.45
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Poultry Meat,2000,kg,19.45
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1998,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central America,Food supply quantity (kg/capita/yr),Whey,2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1992,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1993,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1994,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1996,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Aquatic Plants,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1992,kg,7.48
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1993,kg,7.25
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1994,kg,6.96
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1995,kg,7.0
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1996,kg,7.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1997,kg,6.91
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1998,kg,7.08
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,1999,kg,6.8
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Bovine Meat,2000,kg,6.95
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1992,kg,0.76
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1993,kg,0.76
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1994,kg,0.76
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1995,kg,0.37
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1996,kg,0.3
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1997,kg,0.32
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1998,kg,0.32
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",1999,kg,0.35
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),"Butter, Ghee",2000,kg,0.34
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1992,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1993,kg,0.08
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1994,kg,0.13
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1995,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1996,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1997,kg,0.1
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1998,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,1999,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cephalopods,2000,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1992,kg,1.07
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1993,kg,1.02
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1994,kg,0.97
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1995,kg,1.07
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1996,kg,1.06
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1997,kg,1.18
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1998,kg,1.15
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,1999,kg,1.21
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cheese,2000,kg,1.31
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1993,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1994,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1995,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1996,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1997,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1998,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,1999,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Cream,2000,kg,0.05
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1992,kg,0.26
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1993,kg,0.23
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1994,kg,0.24
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1995,kg,0.24
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1996,kg,0.19
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1997,kg,0.29
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1998,kg,0.26
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,1999,kg,0.31
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Crustaceans,2000,kg,0.27
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1992,kg,3.79
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1993,kg,4.55
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1994,kg,3.83
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1995,kg,4.13
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1996,kg,3.52
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1997,kg,3.07
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1998,kg,3.03
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,1999,kg,1.63
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Demersal Fish,2000,kg,1.73
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Eggs,1992,kg,4.69
Food Supply - Livestock and Fish Primary Equivalent,Caribbean,Food supply quantity (kg/capita/yr),Eggs,1993,kg,3.53
